asset_id|filepath|filename|transcription|duration_sec|language|language_probability|avg_logprob|slate_text|model|device|compute_type|transcribed_at_utc|status|error
5DMKII-20221029-0108|E:\Orange Crush\Original_Footage\5dmkii\20221029\MVI_0108.MOV|MVI_0108.MOV|Action. What are you still doing here? Checking out the missing person and texting my friend. It's illegal to text and drive. At least in this state anyway. Don't want to kill anyone. I want to kill someone. Wow. Serious bad day. Yep. My parents are... Anyway, do you want to show me that jacket you were talking about? Yeah. Yeah. Get in. Cool. Cut.|49.26|en|1.000|-0.325|Action. What are you still doing here? Checking out the missing person and texting my friend. It's illegal to text and drive. At least in this state anyway. Don't want to kill anyone. I want to kill someone. Wow. Serious bad day. Yep. My parents are... Anyway, do you want to show me that jacket you were talking about? Yeah. Yeah. Get in. Cool.|large-v3-turbo|cuda|float16|2026-09-20T22:49:56Z|ok|
5DMKII-20221104-0109|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0109.MOV|MVI_0109.MOV|Film rolling. Mark it. Scene 144, Take 2.|28.07|en|0.999|-0.356|Film rolling. Mark it. Scene 144, Take 2.|large-v3-turbo|cuda|float16|2026-09-20T22:49:57Z|ok|
5DMKII-20221104-0111|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0111.MOV|MVI_0111.MOV|Camera rolling. Action. There's a gas station back there. You stay here, alright? Tell us Good Samaritan and we'll survive. Listen, listen. Stay with the car.|28.61|en|1.000|-0.406|Camera rolling. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:49:59Z|ok|
5DMKII-20221029-0104|E:\Orange Crush\Original_Footage\5dmkii\20221029\MVI_0104.MOV|MVI_0104.MOV|Thank you.|10.26|en|0.678|-1.019||large-v3-turbo|cuda|float16|2026-09-20T22:50:00Z|ok|
5DMKII-20221104-0110|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0110.MOV|MVI_0110.MOV|Film rolling. Mark it. Scene 144, Take 3. Action.|29.24|en|0.997|-0.385|Film rolling. Mark it. Scene 144, Take 3. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:01Z|ok|
5DMKII-20221104-0112|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0112.MOV|MVI_0112.MOV|Camera rolling. Action!|34.95|en|1.000|-0.579|Camera rolling. Action!|large-v3-turbo|cuda|float16|2026-09-20T22:50:03Z|ok|
5DMKII-20221104-0113|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0113.MOV|MVI_0113.MOV|Camera rolling. Action. Do that again.|11.85|en|1.000|-0.314|Camera rolling. Action. Do that again.|large-v3-turbo|cuda|float16|2026-09-20T22:50:04Z|ok|
5DMKII-20221104-0114|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0114.MOV|MVI_0114.MOV|Camera rolling. Action! I'm gonna go back to that gas station in the past. I want you to, uh, tell us good Samara that everything's gonna be okay. Just get rid of you. Stay with the car. I thought it was you, you frickin' numbskull. Got a bit of a situation? Thank God it's not a Tesla. Have we met? Read the gas, Billy. That's Major, the friend I talked about. Not very friendly, is he, Bill? Friendly Major. Doesn't suffer fools lightly. Lord knows how he suffers you. Yeah, I waste my time. Cut.|68.49|en|1.000|-0.188|Camera rolling. Action! I'm gonna go back to that gas station in the past. I want you to, uh, tell us good Samara that everything's gonna be okay.|large-v3-turbo|cuda|float16|2026-09-20T22:50:08Z|ok|
5DMKII-20221104-0115|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0115.MOV|MVI_0115.MOV|Action! Gordon knows how he suffers you. I waste my time.|68.32|en|0.999|-0.362|Action!|large-v3-turbo|cuda|float16|2026-09-20T22:50:12Z|ok|
5DMKII-20221104-0116|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0116.MOV|MVI_0116.MOV|Rolling. Market. Action. The fuck is that? All right, let's pass the gas station back there, all right? I'm gonna... You start that fast, sir. I'll try again. Keep it going. Keep it going. Keep it going. Keep it going. Who the fuck is that? I don't know. I'm gonna pass the gas station back there, okay? You stay here and tell this good Samaritan that you would find just get rid of him. Wait, wait, wait. You stay with the car. I thought that was you, you friggin' numbskull. Got a bit of a situation? Thank God it's not a Tesla, huh? Have we met? Billy, I'm gonna get the gas.|48.76|en|1.000|-0.229|Rolling. Market. Action. The fuck is that? All right, let's pass the gas station back there, all right?|large-v3-turbo|cuda|float16|2026-09-20T22:50:15Z|ok|
5DMKII-20221104-0117|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0117.MOV|MVI_0117.MOV|Camera rolling. You got a car coming. Pull.|5.55|en|0.999|-0.673|Camera rolling. You got a car coming. Pull.|large-v3-turbo|cuda|float16|2026-09-20T22:50:15Z|ok|
5DMKII-20221104-0119|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0119.MOV|MVI_0119.MOV|Camera rolling. Mark it. Action. Tell this good Samaritan that we'll survive. You get rid of him. Wait, wait. Look, you stay with the car. I thought it was you, you friggin' numbskull. Got a bit of a situation? Thank God it's not a Tesla. Have we met? You get in the gas, Billy. That's Major, a friend I talked about. Not very friendly, is he, Bill? Friendly Major doesn't suffer fools lightly. Lord knows how he suffers you. I waste my time. Cut.|41.29|en|1.000|-0.129|Camera rolling. Mark it. Action. Tell this good Samaritan that we'll survive. You get rid of him. Wait, wait. Look, you stay with the car.|large-v3-turbo|cuda|float16|2026-09-20T22:50:18Z|ok|
5DMKII-20221104-0120|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0120.MOV|MVI_0120.MOV|Camera rolling. Mark it. Action.|10.76|en|1.000|-0.355|Camera rolling. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:19Z|ok|
5DMKII-20221104-0118|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0118.MOV|MVI_0118.MOV|Camera rolling. Mark it. Action. Who the fuck is that? I don't know. All right, we pass the gas station back there, all right? You stay here, tell this good Samaritan that we'll survive, and you just get rid of them. Wait, wait, wait. Stay with the car. I thought it was you, you freaking numbskull. Got a bit of a situation? Thank God it's not a Tesla. Have we met? We'll get some gas billy. That's Major, the friend I talked about. Not very friendly, is he, Bill? Friendly Major doesn't suffer fools. Lord knows how he suffers you. Waste of my time. Night. Cut.|52.14|en|1.000|-0.184|Camera rolling. Mark it. Action. Who the fuck is that? I don't know. All right, we pass the gas station back there, all right? You stay here, tell this good Samaritan that we'll survive, and you just get rid of them. Wait, wait, wait. Stay with the car. I thought it was you, you freaking numbskull. Got a bit of a situation? Thank God it's not a Tesla. Have we met? We'll get some gas billy. That's Major, the friend I talked about.|large-v3-turbo|cuda|float16|2026-09-20T22:50:21Z|ok|
5DMKII-20221104-0125|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0125.MOV|MVI_0125.MOV|Film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says here that if you have a pink hydrangea, you can change it to blue just by pouring coffee around it. That's fucking amazing. Keep digging. Cut.|44.67|en|1.000|-0.153|Film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging.|large-v3-turbo|cuda|float16|2026-09-20T22:50:24Z|ok|
5DMKII-20221104-0126|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0126.MOV|MVI_0126.MOV|Film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says right here, you can have a pink hydrangea and turn it blue just by pouring coffee around it. That's fucking amazing. Keep digging.|46.17|en|0.999|-0.183|Film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says right here, you can have a pink hydrangea and turn it blue just by pouring coffee around it. That's fucking amazing. Keep digging.|large-v3-turbo|cuda|float16|2026-09-20T22:50:26Z|ok|
5DMKII-20221104-0127|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0127.MOV|MVI_0127.MOV|Film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says right here, if you have a pink hydrangea, you can make it blue just by pouring coffee around it. That's fucking amazing. Keep digging. Cut.|39.58|en|1.000|-0.146|Film rolling. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:28Z|ok|
5DMKII-20221104-0129|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0129.MOV|MVI_0129.MOV|Sound and film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says right here. If you have a pink hydrangea, you can turn it blue just by pouring coffee all around you. That's fucking amazing. Keep digging. Cut. Okay.|45.92|en|1.000|-0.202|Sound and film rolling. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says right here.|large-v3-turbo|cuda|float16|2026-09-20T22:50:30Z|ok|
5DMKII-20221104-0130|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0130.MOV|MVI_0130.MOV||22.73|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:50:31Z|ok|
5DMKII-20221104-0128|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0128.MOV|MVI_0128.MOV|Films for all it. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says here that if you have pink hydrangeas, you can make them blue just by pouring coffee around you. That's fucking amazing. Keep digging. Cut.|43.08|en|1.000|-0.236|Films for all it. Mark it. Action. Hey, did you know that you can change the color of hydrangeas? Keep digging. Yeah, it says here that if you have pink hydrangeas, you can make them blue just by pouring coffee around you. That's fucking amazing. Keep digging. Cut.|large-v3-turbo|cuda|float16|2026-09-20T22:50:33Z|ok|
5DMKII-20221104-0132|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0132.MOV|MVI_0132.MOV||21.23|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:50:34Z|ok|
5DMKII-20221104-0131|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0131.MOV|MVI_0131.MOV||5.26|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:50:35Z|ok|
5DMKII-20221104-0134|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0134.MOV|MVI_0134.MOV|I'm rolling. And action. You fucking douchebag. I am not going down because of your stupidity. You didn't do anything. Are you kidding me? It happened in my fucking house! You go to the cops and I will kill you! Kevin.|30.82|en|0.999|-0.235|I'm rolling. And action. You fucking douchebag. I am not going down because of your stupidity.|large-v3-turbo|cuda|float16|2026-09-20T22:50:37Z|ok|
5DMKII-20221104-0133|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0133.MOV|MVI_0133.MOV|I'm rolling. Action. You fucking douchebag. I'm not going down because of you. You didn't do anything. Come, let's go back. Back to work. Sorry, I'm not fucked up. Why is this? Fucking douchebag. I am not going down because of your stupidity. You didn't do anything. Are you kidding me? It happened in my fucking house! You go to the cops and I'm gonna kill you! Let's take it down a notch. I'm not gonna kill you, but you have to listen to me. Nobody is gonna believe that it was an accident. Alright? And that's your entire life fucked. And I don't want to get fucked with you. Do you understand? I said, do you understand? So say, I fucking understand! I fucking understand!|73.32|en|1.000|-0.144|I'm rolling. Action. You fucking douchebag. I'm not going down because of you.|large-v3-turbo|cuda|float16|2026-09-20T22:50:41Z|ok|
5DMKII-20221104-0135|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0135.MOV|MVI_0135.MOV|Okay, I'm rolling, and... Actually, yeah, why don't you give it to me? Okay. Action. This isn't right. Take me to the cops. You fucking douchebag. I am not going down because of your stupidity. You didn't do anything. You kidding me? It happened in my fucking house! You go to the cops, and I will kill you! Okay, okay, alright, alright. Let's take it down a notch. I'm not gonna kill you. I just need you to listen to me. Okay? I'm just gonna believe that it was an accident. And that's the rest of your life fucked. And I just don't want to get fucked with you. You understand? I said, do you understand? Don't say, I fucking understand! I fucking understand! Cut.|75.83|en|1.000|-0.159|Okay, I'm rolling, and... Actually, yeah, why don't you give it to me? Okay. Action. This isn't right. Take me to the cops. You fucking douchebag. I am not going down because of your stupidity. You didn't do anything. You kidding me? It happened in my fucking house! You go to the cops, and I will kill you! Okay, okay, alright, alright. Let's take it down a notch. I'm not gonna kill you. I just need you to listen to me. Okay?|large-v3-turbo|cuda|float16|2026-09-20T22:50:45Z|ok|
5DMKII-20221104-0136|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0136.MOV|MVI_0136.MOV|Rolling. Action. Take me to the cops. Fucking douchebag. I am not going down for your stupidity. You didn't do anything. Are you kidding me? It happened in my fucking house! You go to the cops and I will kill you! So, take it down in action. I'm not gonna kill you. I just need you to listen to me. Nobody is gonna believe that it was an accident. And that's your entire life. Fucked. And I just don't wanna get fucked with you. Understand? I said, do you understand? So say, I fucking understand! I fucking understand!|75.49|en|1.000|-0.169|Rolling. Action. Take me to the cops. Fucking douchebag. I am not going down for your stupidity. You didn't do anything. Are you kidding me? It happened in my fucking house! You go to the cops and I will kill you! So, take it down in action. I'm not gonna kill you. I just need you to listen to me. Nobody is gonna believe that it was an accident. And that's your entire life. Fucked.|large-v3-turbo|cuda|float16|2026-09-20T22:50:50Z|ok|
5DMKII-20221104-0137|E:\Orange Crush\Original_Footage\5dmkii\20221104\MVI_0137.MOV|MVI_0137.MOV|Rolling. Action.|11.18|en|0.996|-0.510|Rolling. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:50Z|ok|
5DMKII-20221105-0142|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0142.MOV|MVI_0142.MOV||6.01|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:50:51Z|ok|
5DMKII-20221105-0140|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0140.MOV|MVI_0140.MOV|Time to roll. No, that's not.|1.04|en|0.989|-0.802|Time to roll. No, that's not.|large-v3-turbo|cuda|float16|2026-09-20T22:50:51Z|ok|
5DMKII-20221105-0143|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0143.MOV|MVI_0143.MOV||3.42|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:50:51Z|ok|
5DMKII-20221105-0141|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0141.MOV|MVI_0141.MOV|Rolling.|15.18|en|0.999|-0.751|Rolling.|large-v3-turbo|cuda|float16|2026-09-20T22:50:53Z|ok|
5DMKII-20221105-0145|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0145.MOV|MVI_0145.MOV|Running. Action!|17.64|en|1.000|-0.656|Running. Action!|large-v3-turbo|cuda|float16|2026-09-20T22:50:53Z|ok|
5DMKII-20221105-0144|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0144.MOV|MVI_0144.MOV|I'm rolling. Action!|21.94|en|0.999|-0.411|I'm rolling. Action!|large-v3-turbo|cuda|float16|2026-09-20T22:50:54Z|ok|
5DMKII-20221105-0146|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0146.MOV|MVI_0146.MOV|We're rolling. Action.|12.43|en|0.999|-0.364|We're rolling. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:55Z|ok|
5DMKII-20221105-0147|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0147.MOV|MVI_0147.MOV|We're rolling and action.|14.43|en|0.999|-0.414|We're rolling and action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:56Z|ok|
5DMKII-20221105-0148|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0148.MOV|MVI_0148.MOV|Rolling and action.|13.10|en|0.999|-0.582|Rolling and action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:57Z|ok|
5DMKII-20221105-0152|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0152.MOV|MVI_0152.MOV|Rolling and action.|13.10|en|0.998|-0.527|Rolling and action.|large-v3-turbo|cuda|float16|2026-09-20T22:50:58Z|ok|
5DMKII-20221105-0153|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0153.MOV|MVI_0153.MOV|Film rolling. Mark it. 146, Take 1. Action.|56.14|en|1.000|-0.377|Film rolling. Mark it. 146, Take 1. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:01Z|ok|
5DMKII-20221105-0154|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0154.MOV|MVI_0154.MOV|Scene 146, Take 2. Mark. Action.|31.03|en|1.000|-0.519|Scene 146, Take 2. Mark. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:03Z|ok|
5DMKII-20221105-0155|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0155.MOV|MVI_0155.MOV|Film rolling. 146, Take 3. Mark. Action.|20.19|en|1.000|-0.408|Film rolling. 146, Take 3. Mark. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:04Z|ok|
5DMKII-20221105-0156|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0156.MOV|MVI_0156.MOV|Film rolling. 146, Take 4. Mark. Action.|16.98|en|1.000|-0.446|Film rolling. 146, Take 4. Mark. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:05Z|ok|
5DMKII-20221105-0157|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0157.MOV|MVI_0157.MOV|Foam rolling. Scene 23, Take 7. Mark. Action. Your mail. Ah, thanks. Last week's collection of things you left behind, Detective. I left this here. Kidding! I got so much shit for this. This motherfucker. Hooksy said someone made a better offer of. A car. The Wakefield Massacre car. Could've been set for at least a year with that sale. Cooksy said the same thing about Whitey Bulger's jacket, and you got it. Yeah, well, Cooksy's full of shit. Deal's a deal. Chocolates, you shouldn't have. They aren't chocolates. They're Indian candies. It's a present from Amita. Mmm. So she does like you, huh? Well, uh, shouldn't you be buying her the candy, though? I will. Yeah, right. You can offer me some of your girlfriend's chocolates, candies, whatever. Back off there, Bruce. Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut! Cut!|81.58|en|1.000|-0.188|Foam rolling. Scene 23, Take 7. Mark. Action. Your mail.|large-v3-turbo|cuda|float16|2026-09-20T22:51:11Z|ok|
5DMKII-20221105-0159|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0159.MOV|MVI_0159.MOV||5.42|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:51:11Z|ok|
5DMKII-20221105-0158|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0158.MOV|MVI_0158.MOV|Film rolling. Scene 23, Take 9. Mark it. Action. Your mail. Ah, thank you. Oh, that's a collection of things he left behind here. Bastard, Detective. Are you kidding me? So much shit for this. This motherfucker. Ah. What? Cooksy says someone made a better offer. The car. The Wakefield Massacre car. They've been set for a year with that sale. Cooksy said the same thing about Whitey Bulger's jacket. You got it. Yeah, well, Cooksy's full of shit. Deal's a deal. Oh, chocolates. You shouldn't have. They aren't chocolates. They're Indian candies. It's a present from Amita. Mmm. So she does like you, huh? Shouldn't you be getting her the candy, though? I will. Yeah, right. So you gonna give me some of your girlfriend's candies or not? Mmm. Hey, hey, hey. Back off there, Bruce. Cut.|81.87|en|1.000|-0.182|Film rolling. Scene 23, Take 9. Mark it. Action. Your mail.|large-v3-turbo|cuda|float16|2026-09-20T22:51:16Z|ok|
5DMKII-20221105-0161|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0161.MOV|MVI_0161.MOV|Rolling.|4.34|en|0.999|-0.659|Rolling.|large-v3-turbo|cuda|float16|2026-09-20T22:51:17Z|ok|
5DMKII-20221105-0160|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0160.MOV|MVI_0160.MOV||4.05|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:51:17Z|ok|
5DMKII-20221105-0165|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0165.MOV|MVI_0165.MOV|And do you want me to take it from her? The album? Yeah. I'm rolling and action.|17.48|en|0.998|-0.352|And do you want me to take it from her? The album? Yeah. I'm rolling and action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:18Z|ok|
5DMKII-20221105-0166|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0166.MOV|MVI_0166.MOV|Camera rolling. Scene 53, Take 3. Mark it. Action. That's cool. You want to hear it? Uh, no. Can you pick it up? Oh. Because it's hard for me to like... How does it work? Like, who am I supposed to look at? Yeah, just pick it up. Yeah. Okay, do I? Just pick it up. Yeah. Okay, so let's probably start at the top, I'm guessing. Yeah. Yeah, and Kuhu, talk to him. Yeah, that's why I was confused. Yeah, okay. Still rolling. Still rolling? I'm not. All right, let me cut.|45.88|en|0.999|-0.287|Camera rolling. Scene 53, Take 3. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:21Z|ok|
5DMKII-20221105-0162|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0162.MOV|MVI_0162.MOV|Film rolling. Scene 53, Take 1. Mark. Action. School. You want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? Uh, I don't know. He just lets you have the one of the sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss|36.87|en|0.999|-0.129|Film rolling. Scene 53, Take 1. Mark. Action. School. You want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? Uh, I don't know. He just lets you have the one of the sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss|large-v3-turbo|cuda|float16|2026-09-20T22:51:24Z|ok|
5DMKII-20221105-0164|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0164.MOV|MVI_0164.MOV|Film rolling. Scene 53, Take 2. Mark it. Action. You want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? I don't know. He just lets you have the right of this place? He's a cool guy. Cut.|49.05|en|1.000|-0.177|Film rolling. Scene 53, Take 2. Mark it. Action. You want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? I don't know. He just lets you have the right of this place? He's a cool guy. Cut.|large-v3-turbo|cuda|float16|2026-09-20T22:51:26Z|ok|
5DMKII-20221105-0168|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0168.MOV|MVI_0168.MOV||54.18|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:51:29Z|ok|
5DMKII-20221105-0167|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0167.MOV|MVI_0167.MOV|I'm rolling. Scene 53, Take 4. Mark it. Action. That's cool. Want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? I don't know. He just lets you have the run of his place. He's a cool guy.|37.37|en|1.000|-0.206|I'm rolling. Scene 53, Take 4. Mark it. Action. That's cool. Want to hear it?|large-v3-turbo|cuda|float16|2026-09-20T22:51:31Z|ok|
5DMKII-20221105-0170|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0170.MOV|MVI_0170.MOV|Film rolling. Scene 53, Take 7. Mark it. Action. Film history teacher, Mr. Kelly, keep in touch. No. Why would he? Thoughts for you. Ew.|43.59|en|1.000|-0.414|Film rolling. Scene 53, Take 7. Mark it. Action. Film history teacher, Mr. Kelly, keep in touch.|large-v3-turbo|cuda|float16|2026-09-20T22:51:34Z|ok|
5DMKII-20221105-0169|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0169.MOV|MVI_0169.MOV||49.34|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:51:36Z|ok|
5DMKII-20221105-0171|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0171.MOV|MVI_0171.MOV|Film rolling. Scene 53, Take 8. Mark it. Action. I don't history teacher and Mr. Kelly keep in touch? No, why would he? He had the hots for you. Ew.|40.29|en|1.000|-0.301|Film rolling. Scene 53, Take 8. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:39Z|ok|
5DMKII-20221105-0174|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0174.MOV|MVI_0174.MOV|Was this after the breakup or...? She was a runway model. Until the plane hit her. I'm starting to think about myself. A plane hit her? Are you ready, Paul?|12.60|en|1.000|-0.416|Was this after the breakup or...? She was a runway model. Until the plane hit her. I'm starting to think about myself. A plane hit her? Are you ready, Paul?|large-v3-turbo|cuda|float16|2026-09-20T22:51:40Z|ok|
5DMKII-20221105-0175|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0175.MOV|MVI_0175.MOV|Film rolling. Scene 53, Take 11. Mark it. Action. Are you okay? Uh, yeah, yeah. I can't believe people collect all this stuff. What are you doing? Oh, I'm sorry, I, I... Yeah, it's okay. Um, I think you should take me home. I'm sorry, I just, I... Don't worry about it. Um, we should go. Cut.|41.83|en|1.000|-0.170|Film rolling. Scene 53, Take 11. Mark it. Action. Are you okay? Uh, yeah, yeah. I can't believe people collect all this stuff. What are you doing? Oh, I'm sorry, I, I... Yeah, it's okay. Um, I think you should take me home. I'm sorry, I just, I... Don't worry about it. Um, we should go. Cut.|large-v3-turbo|cuda|float16|2026-09-20T22:51:42Z|ok|
5DMKII-20221105-0172|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0172.MOV|MVI_0172.MOV|I'm rolling. Action. Just open the pages a little bit. Flip it.|11.09|en|1.000|-0.270|I'm rolling. Action. Just open the pages a little bit. Flip it.|large-v3-turbo|cuda|float16|2026-09-20T22:51:43Z|ok|
5DMKII-20221105-0176|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0176.MOV|MVI_0176.MOV|Rolling and action.|16.43|en|0.994|-0.602|Rolling and action.|large-v3-turbo|cuda|float16|2026-09-20T22:51:44Z|ok|
5DMKII-20221105-0173|E:\Orange Crush\Original_Footage\5dmkii\20221105\MVI_0173.MOV|MVI_0173.MOV||7.26|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T22:51:44Z|ok|
